Simülasyon süresi: 100 sn
Müşteri gelme aralığı: 4 sn
Tek seferde gelen toplam müşteri sayısı: 7
Tek seferde gelen önemli müşteri sayısı: 7

Yapılan toplam hesaplama sayısı: 4312
1) Masa sayısı: 1 | Garson sayısı: 1 | Aşçı sayısı: 1 | Müşteri sayısı: 10 | Kazanç: 7
32) Masa sayısı: 1 | Garson sayısı: 5 | Aşçı sayısı: 4 | Müşteri sayısı: 10 | Kazanç: 0
33) Masa sayısı: 1 | Garson sayısı: 5 | Aşçı sayısı: 5 | Müşteri sayısı: 10 | Kazanç: -1
34) Masa sayısı: 1 | Garson sayısı: 5 | Aşçı sayısı: 6 | Müşteri sayısı: 10 | Kazanç: -2
35) Masa sayısı: 1 | Garson sayısı: 5 | Aşçı sayısı: 7 | Müşteri sayısı: 10 | Kazanç: -3
36) Masa sayısı: 1 | Garson sayısı: 6 | Aşçı sayısı: 1 | Müşteri sayısı: 10 | Kazanç: 2
37) Masa sayısı: 1 | Garson sayısı: 6 | Aşçı sayısı: 2 | Müşteri sayısı: 10 | Kazanç: 1
38) Masa sayısı: 1 | Garson sayısı: 6 | Aşçı sayısı: 3 | Müşteri sayısı: 10 | Kazanç: 0
39) Masa sayısı: 1 | Garson sayısı: 6 | Aşçı sayısı: 4 | Müşteri sayısı: 10 | Kazanç: -1
40) Masa sayısı: 1 | Garson sayısı: 6 | Aşçı sayısı: 5 | Müşteri sayısı: 10 | Kazanç: -2
41) Masa sayısı: 1 | Garson sayısı: 6 | Aşçı sayısı: 6 | Müşteri sayısı: 10 | Kazanç: -3
42) Masa sayısı: 1 | Garson sayısı: 6 | Aşçı sayısı: 7 | Müşteri sayısı: 10 | Kazanç: -4
43) Masa sayısı: 1 | Garson sayısı: 7 | Aşçı sayısı: 1 | Müşteri sayısı: 10 | Kazanç: 1
44) Masa sayısı: 1 | Garson sayısı: 7 | Aşçı sayısı: 2 | Müşteri sayısı: 10 | Kazanç: 0
45) Masa sayısı: 1 | Garson sayısı: 7 | Aşçı sayısı: 3 | Müşteri sayısı: 10 | Kazanç: -1
46) Masa sayısı: 1 | Garson sayısı: 7 | Aşçı sayısı: 4 | Müşteri sayısı: 10 | Kazanç: -2
47) Masa sayısı: 1 | Garson sayısı: 7 | Aşçı sayısı: 5 | Müşteri sayısı: 10 | Kazanç: -3
48) Masa sayısı: 1 | Garson sayısı: 7 | Aşçı sayısı: 6 | Müşteri sayısı: 10 | Kazanç: -4
49) Masa sayısı: 1 | Garson sayısı: 7 | Aşçı sayısı: 7 | Müşteri sayısı: 10 | Kazanç: -5
50) Masa sayısı: 1 | Garson sayısı: 8 | Aşçı sayısı: 1 | Müşteri sayısı: 10 | Kazanç: 0
51) Masa sayısı: 1 | Garson sayısı: 8 | Aşçı sayısı: 2 | Müşteri sayısı: 10 | Kazanç: -1
52) Masa sayısı: 1 | Garson sayısı: 8 | Aşçı sayısı: 3 | Müşteri sayısı: 10 | Kazanç: -2
53) Masa sayısı: 1 | Garson sayısı: 8 | Aşçı sayısı: 4 | Müşteri sayısı: 10 | Kazanç: -3
54) Masa sayısı: 1 | Garson sayısı: 8 | Aşçı sayısı: 5 | Müşteri sayısı: 10 | Kazanç: -4
55) Masa sayısı: 1 | Garson sayısı: 8 | Aşçı sayısı: 6 | Müşteri sayısı: 10 | Kazanç: -5
56) Masa sayısı: 1 | Garson sayısı: 8 | Aşçı sayısı: 7 | Müşteri sayısı: 10 | Kazanç: -6
57) Masa sayısı: 1 | Garson sayısı: 9 | Aşçı sayısı: 1 | Müşteri sayısı: 10 | Kazanç: -1
58) Masa sayısı: 1 | Garson sayısı: 9 | Aşçı sayısı: 2 | Müşteri sayısı: 10 | Kazanç: -2
59) Masa sayısı: 1 | Garson sayısı: 9 | Aşçı sayısı: 3 | Müşteri sayısı: 10 | Kazanç: -3
60) Masa sayısı: 1 | Garson sayısı: 9 | Aşçı sayısı: 4 | Müşteri sayısı: 10 | Kazanç: -4
61) Masa sayısı: 1 | Garson sayısı: 9 | Aşçı sayısı: 5 | Müşteri sayısı: 10 | Kazanç: -5
62) Masa sayısı: 1 | Garson sayısı: 9 | Aşçı sayısı: 6 | Müşteri sayısı: 10 | Kazanç: -6
63) Masa sayısı: 1 | Garson sayısı: 9 | Aşçı sayısı: 7 | Müşteri sayısı: 10 | Kazanç: -7
64) Masa sayısı: 1 | Garson sayısı: 10 | Aşçı sayısı: 1 | Müşteri sayısı: 10 | Kazanç: -2
65) Masa sayısı: 1 | Garson sayısı: 10 | Aşçı sayısı: 2 | Müşteri sayısı: 10 | Kazanç: -3
66) Masa sayısı: 1 | Garson sayısı: 10 | Aşçı sayısı: 3 | Müşteri sayısı: 10 | Kazanç: -4
67) Masa sayısı: 1 | Garson sayısı: 10 | Aşçı sayısı: 4 | Müşteri sayısı: 10 | Kazanç: -5
68) Masa sayısı: 1 | Garson sayısı: 10 | Aşçı sayısı: 5 | Müşteri sayısı: 10 | Kazanç: -6
69) Masa sayısı: 1 | Garson sayısı: 10 | Aşçı sayısı: 6 | Müşteri sayısı: 10 | Kazanç: -7
70) Masa sayısı: 1 | Garson sayısı: 10 | Aşçı sayısı: 7 | Müşteri sayısı: 10 | Kazanç: -8
71) Masa sayısı: 1 | Garson sayısı: 11 | Aşçı sayısı: 1 | Müşteri sayısı: 10 | Kazanç: -3
72) Masa sayısı: 1 | Garson sayısı: 11 | Aşçı sayısı: 2 | Müşteri sayısı: 10 | Kazanç: -4
73) Masa sayısı: 1 | Garson sayısı: 11 | Aşçı sayısı: 3 | Müşteri sayısı: 10 | Kazanç: -5
74) Masa sayısı: 1 | Garson sayısı: 11 | Aşçı sayısı: 4 | Müşteri sayısı: 10 | Kazanç: -6
75) Masa sayısı: 1 | Garson sayısı: 11 | Aşçı sayısı: 5 | Müşteri sayısı: 10 | Kazanç: -7
76) Masa sayısı: 1 | Garson sayısı: 11 | Aşçı sayısı: 6 | Müşteri sayısı: 10 | Kazanç: -8
77) Masa sayısı: 1 | Garson sayısı: 11 | Aşçı sayısı: 7 | Müşteri sayısı: 10 | Kazanç: -9
78) Masa sayısı: 1 | Garson sayısı: 12 | Aşçı sayısı: 1 | Müşteri sayısı: 10 | Kazanç: -4
79) Masa sayısı: 1 | Garson sayısı: 12 | Aşçı sayısı: 2 | Müşteri sayısı: 10 | Kazanç: -5
80) Masa sayısı: 1 | Garson sayısı: 12 | Aşçı sayısı: 3 | Müşteri sayısı: 10 | Kazanç: -6
81) Masa sayısı: 1 | Garson sayısı: 12 | Aşçı sayısı: 4 | Müşteri sayısı: 10 | Kazanç: -7
82) Masa sayısı: 1 | Garson sayısı: 12 | Aşçı sayısı: 5 | Müşteri sayısı: 10 | Kazanç: -8
83) Masa sayısı: 1 | Garson sayısı: 12 | Aşçı sayısı: 6 | Müşteri sayısı: 10 | Kazanç: -9
84) Masa sayısı: 1 | Garson sayısı: 12 | Aşçı sayısı: 7 | Müşteri sayısı: 10 | Kazanç: -10
85) Masa sayısı: 1 | Garson sayısı: 13 | Aşçı sayısı: 1 | Müşteri sayısı: 10 | Kazanç: -5
86) Masa sayısı: 1 | Garson sayısı: 13 | Aşçı sayısı: 2 | Müşteri sayısı: 10 | Kazanç: -6
87) Masa sayısı: 1 | Garson sayısı: 13 | Aşçı sayısı: 3 | Müşteri sayısı: 10 | Kazanç: -7
88) Masa sayısı: 1 | Garson sayısı: 13 | Aşçı sayısı: 4 | Müşteri sayısı: 10 | Kazanç: -8
89) Masa sayısı: 1 | Garson sayısı: 13 | Aşçı sayısı: 5 | Müşteri sayısı: 10 | Kazanç: -9
90) Masa sayısı: 1 | Garson sayısı: 13 | Aşçı sayısı: 6 | Müşteri sayısı: 10 | Kazanç: -10
91) Masa sayısı: 1 | Garson sayısı: 13 | Aşçı sayısı: 7 | Müşteri sayısı: 10 | Kazanç: -11
92) Masa sayısı: 1 | Garson sayısı: 14 | Aşçı sayısı: 1 | Müşteri sayısı: 10 | Kazanç: -6
93) Masa sayısı: 1 | Garson sayısı: 14 | Aşçı sayısı: 2 | Müşteri sayısı: 10 | Kazanç: -7
94) Masa sayısı: 1 | Garson sayısı: 14 | Aşçı sayısı: 3 | Müşteri sayısı: 10 | Kazanç: -8
95) Masa sayısı: 1 | Garson sayısı: 14 | Aşçı sayısı: 4 | Müşteri sayısı: 10 | Kazanç: -9
96) Masa sayısı: 1 | Garson sayısı: 14 | Aşçı sayısı: 5 | Müşteri sayısı: 10 | Kazanç: -10
97) Masa sayısı: 1 | Garson sayısı: 14 | Aşçı sayısı: 6 | Müşteri sayısı: 10 | Kazanç: -11
98) Masa sayısı: 1 | Garson sayısı: 14 | Aşçı sayısı: 7 | Müşteri sayısı: 10 | Kazanç: -12
99) Masa sayısı: 2 | Garson sayısı: 1 | Aşçı sayısı: 1 | Müşteri sayısı: 29 | Kazanç: 25
100) Masa sayısı: 2 | Garson sayısı: 1 | Aşçı sayısı: 2 | Müşteri sayısı: 29 | Kazanç: 24
101) Masa sayısı: 2 | Garson sayısı: 1 | Aşçı sayısı: 3 | Müşteri sayısı: 29 | Kazanç: 23
102) Masa sayısı: 2 | Garson sayısı: 1 | Aşçı sayısı: 4 | Müşteri sayısı: 29 | Kazanç: 22
103) Masa sayısı: 2 | Garson sayısı: 1 | Aşçı sayısı: 5 | Müşteri sayısı: 29 | Kazanç: 21
104) Masa sayısı: 2 | Garson sayısı: 1 | Aşçı sayısı: 6 | Müşteri sayısı: 29 | Kazanç: 20
105) Masa sayısı: 2 | Garson sayısı: 1 | Aşçı sayısı: 7 | Müşteri sayısı: 29 | Kazanç: 19
106) Masa sayısı: 2 | Garson sayısı: 2 | Aşçı sayısı: 1 | Müşteri sayısı: 20 | Kazanç: 15
107) Masa sayısı: 2 | Garson sayısı: 2 | Aşçı sayısı: 2 | Müşteri sayısı: 20 | Kazanç: 14
108) Masa sayısı: 2 | Garson sayısı: 2 | Aşçı sayısı: 3 | Müşteri sayısı: 20 | Kazanç: 13
109) Masa sayısı: 2 | Garson sayısı: 2 | Aşçı sayısı: 4 | Müşteri sayısı: 20 | Kazanç: 12
110) Masa sayısı: 2 | Garson sayısı: 2 | Aşçı sayısı: 5 | Müşteri sayısı: 20 | Kazanç: 11
111) Masa sayısı: 2 | Garson sayısı: 2 | Aşçı sayısı: 6 | Müşteri sayısı: 20 | Kazanç: 10
112) Masa sayısı: 2 | Garson sayısı: 2 | Aşçı sayısı: 7 | Müşteri sayısı: 20 | Kazanç: 9
113) Masa sayısı: 2 | Garson sayısı: 3 | Aşçı sayısı: 1 | Müşteri sayısı: 20 | Kazanç: 14
114) Masa sayısı: 2 | Garson sayısı: 3 | Aşçı sayısı: 2 | Müşteri sayısı: 20 | Kazanç: 13
115) Masa sayısı: 2 | Garson sayısı: 3 | Aşçı sayısı: 3 | Müşteri sayısı: 20 | Kazanç: 12
116) Masa sayısı: 2 | Garson sayısı: 3 | Aşçı sayısı: 4 | Müşteri sayısı: 20 | Kazanç: 11
117) Masa sayısı: 2 | Garson sayısı: 3 | Aşçı sayısı: 5 | Müşteri sayısı: 20 | Kazanç: 10
118) Masa sayısı: 2 | Garson sayısı: 3 | Aşçı sayısı: 6 | Müşteri sayısı: 20 | Kazanç: 9
119) Masa sayısı: 2 | Garson sayısı: 3 | Aşçı sayısı: 7 | Müşteri sayısı: 20 | Kazanç: 8
120) Masa sayısı: 2 | Garson sayısı: 4 | Aşçı sayısı: 1 | Müşteri sayısı: 20 | Kazanç: 13
121) Masa sayısı: 2 | Garson sayısı: 4 | Aşçı sayısı: 2 | Müşteri sayısı: 20 | Kazanç: 12
122) Masa sayısı: 2 | Garson sayısı: 4 | Aşçı sayısı: 3 | Müşteri sayısı: 20 | Kazanç: 11
123) Masa sayısı: 2 | Garson sayısı: 4 | Aşçı sayısı: 4 | Müşteri sayısı: 20 | Kazanç: 10
124) Masa sayısı: 2 | Garson sayısı: 4 | Aşçı sayısı: 5 | Müşteri sayısı: 20 | Kazanç: 9
125) Masa sayısı: 2 | Garson sayısı: 4 | Aşçı sayısı: 6 | Müşteri sayısı: 20 | Kazanç: 8
126) Masa sayısı: 2 | Garson sayısı: 4 | Aşçı sayısı: 7 | Müşteri sayısı: 20 | Kazanç: 7
127) Masa sayısı: 2 | Garson sayısı: 5 | Aşçı sayısı: 1 | Müşteri sayısı: 20 | Kazanç: 12
128) Masa sayısı: 2 | Garson sayısı: 5 | Aşçı sayısı: 2 | Müşteri sayısı: 20 | Kazanç: 11
129) Masa sayısı: 2 | Garson sayısı: 5 | Aşçı sayısı: 3 | Müşteri sayısı: 20 | Kazanç: 10
130) Masa sayısı: 2 | Garson sayısı: 5 | Aşçı sayısı: 4 | Müşteri sayısı: 20 | Kazanç: 9
131) Masa sayısı: 2 | Garson sayısı: 5 | Aşçı sayısı: 5 | Müşteri sayısı: 20 | Kazanç: 8
132) Masa sayısı: 2 | Garson sayısı: 5 | Aşçı sayısı: 6 | Müşteri sayısı: 20 | Kazanç: 7
133) Masa sayısı: 2 | Garson sayısı: 5 | Aşçı sayısı: 7 | Müşteri sayısı: 20 | Kazanç: 6
134) Masa sayısı: 2 | Garson sayısı: 6 | Aşçı sayısı: 1 | Müşteri sayısı: 20 | Kazanç: 11
135) Masa sayısı: 2 | Garson sayısı: 6 | Aşçı sayısı: 2 | Müşteri sayısı: 20 | Kazanç: 10
136) Masa sayısı: 2 | Garson sayısı: 6 | Aşçı sayısı: 3 | Müşteri sayısı: 20 | Kazanç: 9
137) Masa sayısı: 2 | Garson sayısı: 6 | Aşçı sayısı: 4 | Müşteri sayısı: 20 | Kazanç: 8
138) Masa sayısı: 2 | Garson sayısı: 6 | Aşçı sayısı: 5 | Müşteri sayısı: 20 | Kazanç: 7
139) Masa sayısı: 2 | Garson sayısı: 6 | Aşçı sayısı: 6 | Müşteri sayısı: 20 | Kazanç: 6
140) Masa sayısı: 2 | Garson sayısı: 6 | Aşçı sayısı: 7 | Müşteri sayısı: 20 | Kazanç: 5
141) Masa sayısı: 2 | Garson sayısı: 7 | Aşçı sayısı: 1 | Müşteri sayısı: 20 | Kazanç: 10
142) Masa sayısı: 2 | Garson sayısı: 7 | Aşçı sayısı: 2 | Müşteri sayısı: 20 | Kazanç: 9
143) Masa sayısı: 2 | Garson sayısı: 7 | Aşçı sayısı: 3 | Müşteri sayısı: 20 | Kazanç: 8
144) Masa sayısı: 2 | Garson sayısı: 7 | Aşçı sayısı: 4 | Müşteri sayısı: 20 | Kazanç: 7
145) Masa sayısı: 2 | Garson sayısı: 7 | Aşçı sayısı: 5 | Müşteri sayısı: 20 | Kazanç: 6
146) Masa sayısı: 2 | Garson sayısı: 7 | Aşçı sayısı: 6 | Müşteri sayısı: 20 | Kazanç: 5
147) Masa sayısı: 2 | Garson sayısı: 7 | Aşçı sayısı: 7 | Müşteri sayısı: 20 | Kazanç: 4
148) Masa sayısı: 2 | Garson sayısı: 8 | Aşçı sayısı: 1 | Müşteri sayısı: 20 | Kazanç: 9
149) Masa sayısı: 2 | Garson sayısı: 8 | Aşçı sayısı: 2 | Müşteri sayısı: 20 | Kazanç: 8
150) Masa sayısı: 2 | Garson sayısı: 8 | Aşçı sayısı: 3 | Müşteri sayısı: 20 | Kazanç: 7
151) Masa sayısı: 2 | Garson sayısı: 8 | Aşçı sayısı: 4 | Müşteri sayısı: 20 | Kazanç: 6
152) Masa sayısı: 2 | Garson sayısı: 8 | Aşçı sayısı: 5 | Müşteri sayısı: 20 | Kazanç: 5
153) Masa sayısı: 2 | Garson sayısı: 8 | Aşçı sayısı: 6 | Müşteri sayısı: 20 | Kazanç: 4
154) Masa sayısı: 2 | Garson sayısı: 8 | Aşçı sayısı: 7 | Müşteri sayısı: 20 | Kazanç: 3
155) Masa sayısı: 2 | Garson sayısı: 9 | Aşçı sayısı: 1 | Müşteri sayısı: 20 | Kazanç: 8
156) Masa sayısı: 2 | Garson sayısı: 9 | Aşçı sayısı: 2 | Müşteri sayısı: 20 | Kazanç: 7
157) Masa sayısı: 2 | Garson sayısı: 9 | Aşçı sayısı: 3 | Müşteri sayısı: 20 | Kazanç: 6
158) Masa sayısı: 2 | Garson sayısı: 9 | Aşçı sayısı: 4 | Müşteri sayısı: 20 | Kazanç: 5
159) Masa sayısı: 2 | Garson sayısı: 9 | Aşçı sayısı: 5 | Müşteri sayısı: 20 | Kazanç: 4
160) Masa sayısı: 2 | Garson sayısı: 9 | Aşçı sayısı: 6 | Müşteri sayısı: 20 | Kazanç: 3
161) Masa sayısı: 2 | Garson sayısı: 9 | Aşçı sayısı: 7 | Müşteri sayısı: 20 | Kazanç: 2
162) Masa sayısı: 2 | Garson sayısı: 10 | Aşçı sayısı: 1 | Müşteri sayısı: 20 | Kazanç: 7
163) Masa sayısı: 2 | Garson sayısı: 10 | Aşçı sayısı: 2 | Müşteri sayısı: 20 | Kazanç: 6
164) Masa sayısı: 2 | Garson sayısı: 10 | Aşçı sayısı: 3 | Müşteri sayısı: 20 | Kazanç: 5
165) Masa sayısı: 2 | Garson sayısı: 10 | Aşçı sayısı: 4 | Müşteri sayısı: 20 | Kazanç: 4
166) Masa sayısı: 2 | Garson sayısı: 10 | Aşçı sayısı: 5 | Müşteri sayısı: 20 | Kazanç: 3
167) Masa sayısı: 2 | Garson sayısı: 10 | Aşçı sayısı: 6 | Müşteri sayısı: 20 | Kazanç: 2
168) Masa sayısı: 2 | Garson sayısı: 10 | Aşçı sayısı: 7 | Müşteri sayısı: 20 | Kazanç: 1
169) Masa sayısı: 2 | Garson sayısı: 11 | Aşçı sayısı: 1 | Müşteri sayısı: 20 | Kazanç: 6
170) Masa sayısı: 2 | Garson sayısı: 11 | Aşçı sayısı: 2 | Müşteri sayısı: 20 | Kazanç: 5
171) Masa sayısı: 2 | Garson sayısı: 11 | Aşçı sayısı: 3 | Müşteri sayısı: 20 | Kazanç: 4
172) Masa sayısı: 2 | Garson sayısı: 11 | Aşçı sayısı: 4 | Müşteri sayısı: 20 | Kazanç: 3
173) Masa sayısı: 2 | Garson sayısı: 11 | Aşçı sayısı: 5 | Müşteri sayısı: 20 | Kazanç: 2
174) Masa sayısı: 2 | Garson sayısı: 11 | Aşçı sayısı: 6 | Müşteri sayısı: 20 | Kazanç: 1
175) Masa sayısı: 2 | Garson sayısı: 11 | Aşçı sayısı: 7 | Müşteri sayısı: 20 | Kazanç: 0
176) Masa sayısı: 2 | Garson sayısı: 12 | Aşçı sayısı: 1 | Müşteri sayısı: 20 | Kazanç: 5
177) Masa sayısı: 2 | Garson sayısı: 12 | Aşçı sayısı: 2 | Müşteri sayısı: 20 | Kazanç: 4
178) Masa sayısı: 2 | Garson sayısı: 12 | Aşçı sayısı: 3 | Müşteri sayısı: 20 | Kazanç: 3
179) Masa sayısı: 2 | Garson sayısı: 12 | Aşçı sayısı: 4 | Müşteri sayısı: 20 | Kazanç: 2
180) Masa sayısı: 2 | Garson sayısı: 12 | Aşçı sayısı: 5 | Müşteri sayısı: 20 | Kazanç: 1
181) Masa sayısı: 2 | Garson sayısı: 12 | Aşçı sayısı: 6 | Müşteri sayısı: 20 | Kazanç: 0
182) Masa sayısı: 2 | Garson sayısı: 12 | Aşçı sayısı: 7 | Müşteri sayısı: 20 | Kazanç: -1
183) Masa sayısı: 2 | Garson sayısı: 13 | Aşçı sayısı: 1 | Müşteri sayısı: 20 | Kazanç: 4
184) Masa sayısı: 2 | Garson sayısı: 13 | Aşçı sayısı: 2 | Müşteri sayısı: 20 | Kazanç: 3
185) Masa sayısı: 2 | Garson sayısı: 13 | Aşçı sayısı: 3 | Müşteri sayısı: 20 | Kazanç: 2
186) Masa sayısı: 2 | Garson sayısı: 13 | Aşçı sayısı: 4 | Müşteri sayısı: 20 | Kazanç: 1
187) Masa sayısı: 2 | Garson sayısı: 13 | Aşçı sayısı: 5 | Müşteri sayısı: 20 | Kazanç: 0
188) Masa sayısı: 2 | Garson sayısı: 13 | Aşçı sayısı: 6 | Müşteri sayısı: 20 | Kazanç: -1
189) Masa sayısı: 2 | Garson sayısı: 13 | Aşçı sayısı: 7 | Müşteri sayısı: 20 | Kazanç: -2
190) Masa sayısı: 2 | Garson sayısı: 14 | Aşçı sayısı: 1 | Müşteri sayısı: 20 | Kazanç: 3
191) Masa sayısı: 2 | Garson sayısı: 14 | Aşçı sayısı: 2 | Müşteri sayısı: 20 | Kazanç: 2
192) Masa sayısı: 2 | Garson sayısı: 14 | Aşçı sayısı: 3 | Müşteri sayısı: 20 | Kazanç: 1
193) Masa sayısı: 2 | Garson sayısı: 14 | Aşçı sayısı: 4 | Müşteri sayısı: 20 | Kazanç: 0
194) Masa sayısı: 2 | Garson sayısı: 14 | Aşçı sayısı: 5 | Müşteri sayısı: 20 | Kazanç: -1
195) Masa sayısı: 2 | Garson sayısı: 14 | Aşçı sayısı: 6 | Müşteri sayısı: 20 | Kazanç: -2
196) Masa sayısı: 2 | Garson sayısı: 14 | Aşçı sayısı: 7 | Müşteri sayısı: 20 | Kazanç: -3
197) Masa sayısı: 3 | Garson sayısı: 1 | Aşçı sayısı: 1 | Müşteri sayısı: 30 | Kazanç: 25
198) Masa sayısı: 3 | Garson sayısı: 1 | Aşçı sayısı: 2 | Müşteri sayısı: 30 | Kazanç: 24
199) Masa sayısı: 3 | Garson sayısı: 1 | Aşçı sayısı: 3 | Müşteri sayısı: 30 | Kazanç: 23
200) Masa sayısı: 3 | Garson sayısı: 1 | Aşçı sayısı: 4 | Müşteri sayısı: 30 | Kazanç: 22
201) Masa sayısı: 3 | Garson sayısı: 1 | Aşçı sayısı: 5 | Müşteri sayısı: 30 | Kazanç: 21
202) Masa sayısı: 3 | Garson sayısı: 1 | Aşçı sayısı: 6 | Müşteri sayısı: 30 | Kazanç: 20
203) Masa sayısı: 3 | Garson sayısı: 1 | Aşçı sayısı: 7 | Müşteri sayısı: 30 | Kazanç: 19
204) Masa sayısı: 3 | Garson sayısı: 2 | Aşçı sayısı: 1 | Müşteri sayısı: 45 | Kazanç: 39
205) Masa sayısı: 3 | Garson sayısı: 2 | Aşçı sayısı: 2 | Müşteri sayısı: 57 | Kazanç: 50
206) Masa sayısı: 3 | Garson sayısı: 2 | Aşçı sayısı: 3 | Müşteri sayısı: 57 | Kazanç: 49
207) Masa sayısı: 3 | Garson sayısı: 2 | Aşçı sayısı: 4 | Müşteri sayısı: 57 | Kazanç: 48
208) Masa sayısı: 3 | Garson sayısı: 2 | Aşçı sayısı: 5 | Müşteri sayısı: 57 | Kazanç: 47
209) Masa sayısı: 3 | Garson sayısı: 2 | Aşçı sayısı: 6 | Müşteri sayısı: 57 | Kazanç: 46
210) Masa sayısı: 3 | Garson sayısı: 2 | Aşçı sayısı: 7 | Müşteri sayısı: 57 | Kazanç: 45
211) Masa sayısı: 3 | Garson sayısı: 3 | Aşçı sayısı: 1 | Müşteri sayısı: 45 | Kazanç: 38
212) Masa sayısı: 3 | Garson sayısı: 3 | Aşçı sayısı: 2 | Müşteri sayısı: 30 | Kazanç: 22
213) Masa sayısı: 3 | Garson sayısı: 3 | Aşçı sayısı: 3 | Müşteri sayısı: 30 | Kazanç: 21
214) Masa sayısı: 3 | Garson sayısı: 3 | Aşçı sayısı: 4 | Müşteri sayısı: 30 | Kazanç: 20
215) Masa sayısı: 3 | Garson sayısı: 3 | Aşçı sayısı: 5 | Müşteri sayısı: 30 | Kazanç: 19
216) Masa sayısı: 3 | Garson sayısı: 3 | Aşçı sayısı: 6 | Müşteri sayısı: 30 | Kazanç: 18
217) Masa sayısı: 3 | Garson sayısı: 3 | Aşçı sayısı: 7 | Müşteri sayısı: 30 | Kazanç: 17
